Table1,Table2,Table3,Table4
MSpppaap,176,251.856,NaN
MSpppaap,177,253.287,NaN
MSpppaap,178,254.718,NaN
MSpppaap,179,256.149,NaN
MSpppaap,180,257.58,NaN
MSpppaap,181,259.011,NaN
MSpppaap,182,260.442,NaN
MSpppaap,183,261.873,NaN
MSpppaap,184,263.304,NaN
MSpppaap,185,264.735,NaN
MSpppaap,186,266.166,NaN
MSpppaap,187,267.597,NaN
MSpppaap,188,269.028,NaN
MSpppaap,189,270.459,NaN
MSpppaap,190,271.89,NaN
MSpppaap,191,273.321,NaN
MSpppaap,192,274.752,NaN
MSpppaap,193,276.183,NaN
MSpppaap,194,277.614,NaN
MSpppaap,195,279.045,NaN
MSpppaap,196,280.476,NaN
MSpppaap,197,281.907,NaN
MSpppaap,198,283.338,NaN
MSpppaap,199,284.769,NaN
MSpppaap,200,286.2,NaN
MSpppaap,201,287.631,NaN
MSpppaap,202,289.062,NaN
MSpppaap,203,290.493,NaN
MSpppaap,204,291.924,NaN
MSpppaap,205,293.355,NaN
MSpppapa,152,217.512,0
MSpppapa,153,218.943,0.0233223637144084
MSpppapa,154,220.374,0.0343396766347117
MSpppapa,155,221.805,0
MSpppapa,156,223.236,0.0383459722420947
MSpppapa,157,224.667,0
MSpppapa,158,226.098,0
MSpppapa,159,227.529,0
MSpppapa,160,228.96,0
MSpppapa,161,230.391,0
MSpppapa,162,231.822,0
MSpppapa,163,233.253,0
MSpppapa,164,234.684,0
MSpppapa,165,236.115,NaN
MSpppapa,166,237.546,NaN
MSpppapa,167,238.977,NaN
MSpppapa,168,240.408,NaN
MSpppapa,169,241.839,NaN
MSpppapa,170,243.27,NaN
MSpppapa,171,244.701,NaN
MSpppapa,172,246.132,NaN
MSpppapa,173,247.563,NaN
MSpppapa,174,248.994,NaN
MSpppapa,175,250.425,NaN
MSpppapa,176,251.856,NaN
MSpppapa,177,253.287,NaN
MSpppapa,178,254.718,NaN
MSpppapa,179,256.149,NaN
MSpppapa,180,257.58,NaN
MSpppapa,181,259.011,NaN
MSpppapa,182,260.442,NaN
MSpppapa,183,261.873,NaN
MSpppapa,184,263.304,NaN
MSpppapa,185,264.735,NaN
MSpppapa,186,266.166,NaN
MSpppapa,187,267.597,NaN
MSpppapa,188,269.028,NaN
MSpppapa,189,270.459,NaN
MSpppapa,190,271.89,NaN
MSpppapp,152,217.512,0
MSpppapp,153,218.943,0.0148805265417084
MSpppapp,154,220.374,0.0525110888539133
MSpppapp,155,221.805,0
MSpppapp,156,223.236,0
MSpppapp,157,224.667,0.000286163971955931
MSpppapp,158,226.098,0.0256116754900558
MSpppapp,159,227.529,0
MSpppapp,160,228.96,0
MSpppapp,161,230.391,0
MSpppapp,162,231.822,0
MSpppapp,163,233.253,0
MSpppapp,164,234.684,0
MSpppapp,165,236.115,NaN
MSpppapp,166,237.546,NaN
MSpppapp,167,238.977,NaN
MSpppapp,168,240.408,NaN
MSpppapp,169,241.839,NaN
MSpppapp,170,243.27,NaN
MSpppapp,171,244.701,NaN
MSpppapp,172,246.132,NaN
MSpppapp,173,247.563,NaN
MSpppapp,174,248.994,NaN
MSpppapp,175,250.425,NaN
MSpppapp,176,251.856,NaN
MSpppapp,177,253.287,NaN
MSpppapp,178,254.718,NaN
MSpppapp,179,256.149,NaN
MSpppapp,180,257.58,NaN
MSpppapp,181,259.011,NaN
MSpppapp,182,260.442,NaN
MSpppapp,183,261.873,NaN
MSpppapp,184,263.304,NaN
MSpppapp,185,264.735,NaN
MSpppapp,186,266.166,NaN
MSpppapp,187,267.597,NaN
MSpppapp,188,269.028,NaN
MSpppapp,189,270.459,NaN
MSpppapp,190,271.89,NaN
MSpppapp,191,273.321,NaN
MSpppapp,192,274.752,NaN
MSpppapp,193,276.183,NaN
MSpppapp,194,277.614,NaN
MSpppapp,195,279.045,NaN
MSpppapp,196,280.476,NaN
MSpppapp,197,281.907,NaN
MSpppapp,198,283.338,NaN
MSpppapp,199,284.769,NaN
MSpppapp,200,286.2,NaN
MSpppapp,201,287.631,NaN
MSpppapp,202,289.062,NaN
MSpppapp,203,290.493,NaN
MSpppapp,204,291.924,NaN
MSpppapp,205,293.355,NaN
MSppppaa,143,204.633,0
MSppppaa,144,206.064,0
MSppppaa,145,207.495,0
MSppppaa,146,208.926,0
MSppppaa,147,210.357,0
MSppppaa,148,211.788,0
MSppppaa,149,213.219,0.0127342967520389
MSppppaa,150,214.65,0
MSppppaa,151,216.081,0.00114465588782372
MSppppaa,152,217.512,0
MSppppaa,153,218.943,0
MSppppaa,154,220.374,0
MSppppaa,155,221.805,0.0336242667048219
MSppppaa,156,223.236,0
MSppppaa,157,224.667,0.000143081985977965
MSppppaa,158,226.098,0
MSppppaa,159,227.529,0
MSppppaa,160,228.96,NaN
MSppppaa,161,230.391,NaN
MSppppaa,162,231.822,NaN
MSppppaa,163,233.253,NaN
MSppppaa,164,234.684,NaN
MSppppaa,165,236.115,NaN
MSppppaa,166,237.546,NaN
MSppppaa,167,238.977,NaN
MSppppaa,168,240.408,NaN
MSppppaa,169,241.839,NaN
MSppppaa,170,243.27,NaN
MSppppaa,171,244.701,NaN
MSppppaa,172,246.132,NaN
MSppppaa,173,247.563,NaN
MSppppaa,174,248.994,NaN
MSppppaa,175,250.425,NaN
MSppppaa,176,251.856,NaN
MSppppaa,177,253.287,NaN
MSppppaa,178,254.718,NaN
MSppppaa,179,256.149,NaN
MSppppaa,180,257.58,NaN
MSppppaa,181,259.011,NaN
MSppppaa,182,260.442,NaN
MSppppaa,183,261.873,NaN
MSppppaa,184,263.304,NaN
MSppppaa,185,264.735,NaN
MSppppaa,186,266.166,NaN
MSppppaa,187,267.597,NaN
MSppppaa,188,269.028,NaN
MSppppaa,189,270.459,NaN
MSppppaa,190,271.89,NaN
MSppppaa,191,273.321,NaN
MSppppaa,192,274.752,NaN
MSppppaa,193,276.183,NaN
MSppppaa,194,277.614,NaN
MSppppaa,195,279.045,NaN
MSppppaa,196,280.476,NaN
MSppppaa,197,281.907,NaN
MSppppaa,198,283.338,NaN
MSppppaa,199,284.769,NaN
MSppppaa,200,286.2,NaN
MSppppaa,201,287.631,NaN
MSppppaa,202,289.062,NaN
MSppppaa,203,290.493,NaN
MSppppaa,204,291.924,NaN
MSppppaa,205,293.355,NaN
MSppppap,143,204.633,0
MSppppap,144,206.064,0.0190299041350694
MSppppap,145,207.495,0
MSppppap,146,208.926,0
MSppppap,147,210.357,0
MSppppap,148,211.788,0.0157390184575762
MSppppap,149,213.219,0
MSppppap,150,214.65,0
MSppppap,151,216.081,0
MSppppap,152,217.512,0
MSppppap,153,218.943,0
MSppppap,154,220.374,0
MSppppap,155,221.805,0
MSppppap,156,223.236,0
MSppppap,157,224.667,0
MSppppap,158,226.098,0
MSppppap,159,227.529,0
MSppppap,160,228.96,NaN
MSppppap,161,230.391,NaN
MSppppap,162,231.822,NaN
MSppppap,163,233.253,NaN
MSppppap,164,234.684,NaN
MSppppap,165,236.115,NaN
MSppppap,166,237.546,NaN
MSppppap,167,238.977,NaN
MSppppap,168,240.408,NaN
MSppppap,169,241.839,NaN
MSppppap,170,243.27,NaN
MSppppap,171,244.701,NaN
MSppppap,172,246.132,NaN
MSppppap,173,247.563,NaN
MSppppap,174,248.994,NaN
MSppppap,175,250.425,NaN
MSppppap,176,251.856,NaN
MSppppap,177,253.287,NaN
MSppppap,178,254.718,NaN
MSppppap,179,256.149,NaN
MSppppap,180,257.58,NaN
MSppppap,181,259.011,NaN
MSppppap,182,260.442,NaN
MSppppap,183,261.873,NaN
MSppppap,184,263.304,NaN
MSppppap,185,264.735,NaN
MSppppap,186,266.166,NaN
MSppppap,187,267.597,NaN
MSppppap,188,269.028,NaN
MSppppap,189,270.459,NaN
MSppppap,190,271.89,NaN
MSppppap,191,273.321,NaN
MSppppap,192,274.752,NaN
MSppppap,193,276.183,NaN
MSppppap,194,277.614,NaN
MSppppap,195,279.045,NaN
MSppppap,196,280.476,NaN
MSppppap,197,281.907,NaN
MSppppap,198,283.338,NaN
MSppppap,199,284.769,NaN
MSppppap,200,286.2,NaN
MSppppap,201,287.631,NaN
MSppppap,202,289.062,NaN
MSppppap,203,290.493,NaN
MSppppap,204,291.924,NaN
MSppppap,205,293.355,NaN
MSpppppa,146,208.926,0.0433538417513235
MSpppppa,147,210.357,0
MSpppppa,148,211.788,0
MSpppppa,149,213.219,0.000286163971955931
MSpppppa,150,214.65,0
MSpppppa,151,216.081,0
MSpppppa,152,217.512,0
MSpppppa,153,218.943,0
MSpppppa,154,220.374,0.00286163971955931
MSpppppa,155,221.805,0
MSpppppa,156,223.236,0
MSpppppa,157,224.667,0
MSpppppa,158,226.098,0.00972957504650165
MSpppppa,159,227.529,0
MSpppppa,160,228.96,NaN
MSpppppa,161,230.391,NaN
MSpppppa,162,231.822,NaN
MSpppppa,163,233.253,NaN
MSpppppa,164,234.684,NaN
MSpppppa,165,236.115,NaN
MSpppppa,166,237.546,NaN
MSpppppa,167,238.977,NaN
MSpppppa,168,240.408,NaN
MSpppppa,169,241.839,NaN
MSpppppa,170,243.27,NaN
MSpppppa,171,244.701,NaN
MSpppppa,172,246.132,NaN
MSpppppa,173,247.563,NaN
MSpppppa,174,248.994,NaN
MSpppppa,175,250.425,NaN
MSpppppa,176,251.856,NaN
MSpppppa,177,253.287,NaN
MSpppppa,178,254.718,NaN
MSpppppa,179,256.149,NaN
MSpppppa,180,257.58,NaN
MSpppppa,181,259.011,NaN
MSpppppa,182,260.442,NaN
MSpppppa,183,261.873,NaN
MSpppppa,184,263.304,NaN
MSpppppa,185,264.735,NaN
MSpppppa,186,266.166,NaN
MSpppppa,187,267.597,NaN
MSpppppa,188,269.028,NaN
MSpppppa,189,270.459,NaN
MSpppppa,190,271.89,NaN
MSpppppa,191,273.321,NaN
MSpppppa,192,274.752,NaN
MSpppppa,193,276.183,NaN
MSpppppa,194,277.614,NaN
MSpppppa,195,279.045,NaN
MSpppppa,196,280.476,NaN
MSpppppa,197,281.907,NaN
MSpppppa,198,283.338,NaN
MSpppppa,199,284.769,NaN
MSpppppa,200,286.2,NaN
MSpppppa,201,287.631,NaN
MSpppppa,202,289.062,NaN
MSpppppa,203,290.493,NaN
MSpppppa,204,291.924,NaN
MSpppppa,205,293.355,NaN
MSpppppp,146,208.926,0
MSpppppp,147,210.357,0
MSpppppp,148,211.788,0
MSpppppp,149,213.219,0
MSpppppp,150,214.65,0.0190299041350694
MSpppppp,151,216.081,0
MSpppppp,152,217.512,0
MSpppppp,153,218.943,0
MSpppppp,154,220.374,0
MSpppppp,155,221.805,0.0131635427099728
MSpppppp,156,223.236,0.00586636142509658
MSpppppp,157,224.667,0.00586636142509658
MSpppppp,158,226.098,0.00715409929889827
MSpppppp,159,227.529,0.0113034768922593
MSpppppp,160,228.96,NaN
MSpppppp,161,230.391,NaN
MSpppppp,162,231.822,NaN
MSpppppp,163,233.253,NaN
MSpppppp,164,234.684,NaN
MSpppppp,165,236.115,NaN
MSpppppp,166,237.546,NaN
MSpppppp,167,238.977,NaN
MSpppppp,168,240.408,NaN
MSpppppp,169,241.839,NaN
MSpppppp,170,243.27,NaN
MSpppppp,171,244.701,NaN
MSpppppp,172,246.132,NaN
MSpppppp,173,247.563,NaN
MSpppppp,174,248.994,NaN
MSpppppp,175,250.425,NaN
MSpppppp,176,251.856,NaN
MSpppppp,177,253.287,NaN
MSpppppp,178,254.718,NaN
MSpppppp,179,256.149,NaN
MSpppppp,180,257.58,NaN
MSpppppp,181,259.011,NaN
MSpppppp,182,260.442,NaN
MSpppppp,183,261.873,NaN
MSpppppp,184,263.304,NaN
MSpppppp,185,264.735,NaN
MSpppppp,186,266.166,NaN
MSpppppp,187,267.597,NaN
MSpppppp,188,269.028,NaN
MSpppppp,189,270.459,NaN
MSpppppp,190,271.89,NaN
MSpppppp,191,273.321,NaN
MSpppppp,192,274.752,NaN
MSpppppp,193,276.183,NaN
MSpppppp,194,277.614,NaN
MSpppppp,195,279.045,NaN
MSpppppp,196,280.476,NaN
MSpppppp,197,281.907,NaN
MSpppppp,198,283.338,NaN
MSpppppp,199,284.769,NaN
MSpppppp,200,286.2,NaN
MSpppppp,201,287.631,NaN
MSpppppp,202,289.062,NaN
MSpppppp,203,290.493,NaN
MSpppppp,204,291.924,NaN
MSpppppp,205,293.355,NaN
MSpaaaaaa,180,257.58,NaN
MSpaaaaaa,181,259.011,NaN
MSpaaaaaa,182,260.442,NaN
MSpaaaaaa,183,261.873,NaN
MSpaaaaaa,184,263.304,NaN
MSpaaaaaa,185,264.735,NaN
MSpaaaaaa,186,266.166,NaN
MSpaaaaaa,187,267.597,NaN
MSpaaaaaa,188,269.028,NaN
MSpaaaaaa,189,270.459,NaN
MSpaaaaaa,190,271.89,NaN
MSpaaaaaa,191,273.321,NaN
MSpaaaaaa,192,274.752,NaN
MSpaaaaaa,193,276.183,NaN
MSpaaaaaa,194,277.614,NaN
MSpaaaaaa,195,279.045,NaN
MSpaaaaaa,196,280.476,NaN
MSpaaaaaa,197,281.907,NaN
MSpaaaaaa,198,283.338,NaN
MSpaaaaaa,199,284.769,NaN
MSpaaaaaa,200,286.2,NaN
MSpaaaaaa,201,287.631,NaN
MSpaaaaaa,202,289.062,NaN
MSpaaaaaa,203,290.493,NaN
MSpaaaaaa,204,291.924,NaN
MSpaaaaaa,205,293.355,NaN
MSpaaaaap,180,257.58,NaN
MSpaaaaap,181,259.011,NaN
MSpaaaaap,182,260.442,NaN
MSpaaaaap,183,261.873,NaN
MSpaaaaap,184,263.304,NaN
MSpaaaaap,185,264.735,NaN
MSpaaaaap,186,266.166,NaN
MSpaaaaap,187,267.597,NaN
MSpaaaaap,188,269.028,NaN
MSpaaaaap,189,270.459,NaN
MSpaaaaap,190,271.89,NaN
MSpaaaaap,191,273.321,NaN
MSpaaaaap,192,274.752,NaN
MSpaaaaap,193,276.183,NaN
MSpaaaaap,194,277.614,NaN
MSpaaaaap,195,279.045,NaN
MSpaaaaap,196,280.476,NaN
MSpaaaaap,197,281.907,NaN
MSpaaaaap,198,283.338,NaN
MSpaaaaap,199,284.769,NaN
MSpaaaaap,200,286.2,NaN
MSpaaaaap,201,287.631,NaN
MSpaaaaap,202,289.062,NaN
MSpaaaaap,203,290.493,NaN
MSpaaaaap,204,291.924,NaN
MSpaaaaap,205,293.355,NaN
MSpaaaapa,154,220.374,0
MSpaaaapa,155,221.805,0
MSpaaaapa,156,223.236,0
MSpaaaapa,157,224.667,0
MSpaaaapa,158,226.098,0.0399198740878523
MSpaaaapa,159,227.529,0.0399198740878523
MSpaaaapa,160,228.96,NaN
MSpaaaapa,161,230.391,NaN
MSpaaaapa,162,231.822,NaN
MSpaaaapa,163,233.253,NaN
MSpaaaapa,164,234.684,NaN
MSpaaaapa,165,236.115,NaN
MSpaaaapa,166,237.546,NaN
MSpaaaapa,167,238.977,NaN
MSpaaaapa,168,240.408,NaN
MSpaaaapa,169,241.839,NaN
MSpaaaapa,170,243.27,NaN
MSpaaaapa,171,244.701,NaN
MSpaaaapa,172,246.132,NaN
MSpaaaapa,173,247.563,NaN
MSpaaaapa,174,248.994,NaN
MSpaaaapa,175,250.425,NaN
MSpaaaapa,176,251.856,NaN
MSpaaaapa,177,253.287,NaN
MSpaaaapa,178,254.718,NaN
MSpaaaapa,179,256.149,NaN
MSpaaaapa,180,257.58,NaN
MSpaaaapa,181,259.011,NaN
MSpaaaapa,182,260.442,NaN
MSpaaaapa,183,261.873,NaN
MSpaaaapa,184,263.304,NaN
MSpaaaapa,185,264.735,NaN
MSpaaaapa,186,266.166,NaN
MSpaaaapa,187,267.597,NaN
MSpaaaapa,188,269.028,NaN
MSpaaaapa,189,270.459,NaN
MSpaaaapa,190,271.89,NaN
MSpaaaapa,191,273.321,NaN
MSpaaaapa,192,274.752,NaN
MSpaaaapa,193,276.183,NaN
MSpaaaapa,194,277.614,NaN
MSpaaaapa,195,279.045,NaN
MSpaaaapa,196,280.476,NaN
MSpaaaapa,197,281.907,NaN
MSpaaaapa,198,283.338,NaN
MSpaaaapa,199,284.769,NaN
MSpaaaapa,200,286.2,NaN
MSpaaaapa,201,287.631,NaN
MSpaaaapa,202,289.062,NaN
MSpaaaapa,203,290.493,NaN
MSpaaaapa,204,291.924,NaN
MSpaaaapa,205,293.355,NaN
MSpaaaapp,154,220.374,0
MSpaaaapp,155,221.805,0.0211761339247389
MSpaaaapp,156,223.236,0
MSpaaaapp,157,224.667,0.0281871512376592
MSpaaaapp,158,226.098,0
MSpaaaapp,159,227.529,0
MSpaaaapp,160,228.96,NaN
MSpaaaapp,161,230.391,NaN
MSpaaaapp,162,231.822,NaN
MSpaaaapp,163,233.253,NaN
MSpaaaapp,164,234.684,NaN
MSpaaaapp,165,236.115,NaN
MSpaaaapp,166,237.546,NaN
MSpaaaapp,167,238.977,NaN
MSpaaaapp,168,240.408,NaN
MSpaaaapp,169,241.839,NaN
MSpaaaapp,170,243.27,NaN
MSpaaaapp,171,244.701,NaN
MSpaaaapp,172,246.132,NaN
MSpaaaapp,173,247.563,NaN
MSpaaaapp,174,248.994,NaN
MSpaaaapp,175,250.425,NaN
MSpaaaapp,176,251.856,NaN
MSpaaaapp,177,253.287,NaN
MSpaaaapp,178,254.718,NaN
MSpaaaapp,179,256.149,NaN
MSpaaaapp,180,257.58,NaN
MSpaaaapp,181,259.011,NaN
MSpaaaapp,182,260.442,NaN
MSpaaaapp,183,261.873,NaN
MSpaaaapp,184,263.304,NaN
MSpaaaapp,185,264.735,NaN
MSpaaaapp,186,266.166,NaN
MSpaaaapp,187,267.597,NaN
MSpaaaapp,188,269.028,NaN
MSpaaaapp,189,270.459,NaN
MSpaaaapp,190,271.89,NaN
MSpaaaapp,191,273.321,NaN
MSpaaaapp,192,274.752,NaN
MSpaaaapp,193,276.183,NaN
MSpaaaapp,194,277.614,NaN
MSpaaaapp,195,279.045,NaN
MSpaaaapp,196,280.476,NaN
MSpaaaapp,197,281.907,NaN
MSpaaaapp,198,283.338,NaN
MSpaaaapp,199,284.769,NaN
MSpaaaapp,200,286.2,NaN
MSpaaaapp,201,287.631,NaN
MSpaaaapp,202,289.062,NaN
MSpaaaapp,203,290.493,NaN
MSpaaaapp,204,291.924,NaN
MSpaaaapp,205,293.355,NaN
MSpaaapaa,172,246.132,NaN
MSpaaapaa,173,247.563,NaN
MSpaaapaa,174,248.994,NaN
MSpaaapaa,175,250.425,NaN
MSpaaapaa,176,251.856,NaN
MSpaaapaa,177,253.287,NaN
MSpaaapaa,178,254.718,NaN
MSpaaapaa,179,256.149,NaN
MSpaaapaa,180,257.58,NaN
MSpaaapaa,181,259.011,NaN
MSpaaapaa,182,260.442,NaN
MSpaaapaa,183,261.873,NaN
MSpaaapaa,184,263.304,NaN
MSpaaapaa,185,264.735,NaN
MSpaaapaa,186,266.166,NaN
MSpaaapaa,187,267.597,NaN
MSpaaapaa,188,269.028,NaN
MSpaaapaa,189,270.459,NaN
MSpaaapaa,190,271.89,NaN
MSpaaapaa,191,273.321,NaN
MSpaaapaa,192,274.752,NaN
MSpaaapaa,193,276.183,NaN
MSpaaapaa,194,277.614,NaN
MSpaaapaa,195,279.045,NaN
MSpaaapaa,196,280.476,NaN
MSpaaapaa,197,281.907,NaN
MSpaaapaa,198,283.338,NaN
MSpaaapaa,199,284.769,NaN
MSpaaapaa,200,286.2,NaN
MSpaaapaa,201,287.631,NaN
MSpaaapaa,202,289.062,NaN
MSpaaapaa,203,290.493,NaN
MSpaaapaa,204,291.924,NaN
MSpaaapaa,205,293.355,NaN
MSpaaapap,172,246.132,NaN
MSpaaapap,173,247.563,NaN
MSpaaapap,174,248.994,NaN
MSpaaapap,175,250.425,NaN
MSpaaapap,176,251.856,NaN
MSpaaapap,177,253.287,NaN
MSpaaapap,178,254.718,NaN
MSpaaapap,179,256.149,NaN
MSpaaapap,180,257.58,NaN
MSpaaapap,181,259.011,NaN
MSpaaapap,182,260.442,NaN
MSpaaapap,183,261.873,NaN
MSpaaapap,184,263.304,NaN
MSpaaapap,185,264.735,NaN
MSpaaapap,186,266.166,NaN
MSpaaapap,187,267.597,NaN
MSpaaapap,188,269.028,NaN
MSpaaapap,189,270.459,NaN
MSpaaapap,190,271.89,NaN
MSpaaapap,191,273.321,NaN
MSpaaapap,192,274.752,NaN
MSpaaapap,193,276.183,NaN
MSpaaapap,194,277.614,NaN
MSpaaapap,195,279.045,NaN
MSpaaapap,196,280.476,NaN
MSpaaapap,197,281.907,NaN
MSpaaapap,198,283.338,NaN
MSpaaapap,199,284.769,NaN
MSpaaapap,200,286.2,NaN
MSpaaapap,201,287.631,NaN
MSpaaapap,202,289.062,NaN
MSpaaapap,203,290.493,NaN
MSpaaapap,204,291.924,NaN
MSpaaapap,205,293.355,NaN
MSpaaappa,156,223.236,0
MSpaaappa,157,224.667,0
MSpaaappa,158,226.098,0
MSpaaappa,159,227.529,0.0110173129203033
MSpaaappa,160,228.96,0.0110173129203033
MSpaaappa,161,230.391,NaN
MSpaaappa,162,231.822,NaN
MSpaaappa,163,233.253,NaN
MSpaaappa,164,234.684,NaN
MSpaaappa,165,236.115,NaN
MSpaaappa,166,237.546,NaN
MSpaaappa,167,238.977,NaN
MSpaaappa,168,240.408,NaN
MSpaaappa,169,241.839,NaN
MSpaaappa,170,243.27,NaN
MSpaaappa,171,244.701,NaN
MSpaaappa,172,246.132,NaN
MSpaaappa,173,247.563,NaN
MSpaaappa,174,248.994,NaN
MSpaaappa,175,250.425,NaN
MSpaaappa,176,251.856,NaN
MSpaaappa,177,253.287,NaN
MSpaaappa,178,254.718,NaN
MSpaaappa,179,256.149,NaN
MSpaaappa,180,257.58,NaN
MSpaaappa,181,259.011,NaN
MSpaaappa,182,260.442,NaN
MSpaaappa,183,261.873,NaN
MSpaaappa,184,263.304,NaN
MSpaaappa,185,264.735,NaN
MSpaaappa,186,266.166,NaN
MSpaaappa,187,267.597,NaN
MSpaaappa,188,269.028,NaN
MSpaaappa,189,270.459,NaN
MSpaaappa,190,271.89,NaN
MSpaaappa,191,273.321,NaN
MSpaaappa,192,274.752,NaN
MSpaaappa,193,276.183,NaN
MSpaaappa,194,277.614,NaN
MSpaaappa,195,279.045,NaN
MSpaaappa,196,280.476,NaN
MSpaaappa,197,281.907,NaN
MSpaaappa,198,283.338,NaN
MSpaaappa,199,284.769,NaN
MSpaaappa,200,286.2,NaN
MSpaaappa,201,287.631,NaN
MSpaaappa,202,289.062,NaN
MSpaaappa,203,290.493,NaN
MSpaaappa,204,291.924,NaN
MSpaaappa,205,293.355,NaN
MSpaaappp,156,223.236,0
MSpaaappp,157,224.667,0.0138789526398626
MSpaaappp,158,226.098,0.0457862355129489
MSpaaappp,159,227.529,0
MSpaaappp,160,228.96,0
MSpaaappp,161,230.391,NaN
MSpaaappp,162,231.822,NaN
MSpaaappp,163,233.253,NaN
MSpaaappp,164,234.684,NaN
MSpaaappp,165,236.115,NaN
MSpaaappp,166,237.546,NaN
MSpaaappp,167,238.977,NaN
MSpaaappp,168,240.408,NaN
MSpaaappp,169,241.839,NaN
MSpaaappp,170,243.27,NaN
MSpaaappp,171,244.701,NaN
MSpaaappp,172,246.132,NaN
MSpaaappp,173,247.563,NaN
MSpaaappp,174,248.994,NaN
MSpaaappp,175,250.425,NaN
MSpaaappp,176,251.856,NaN
MSpaaappp,177,253.287,NaN
MSpaaappp,178,254.718,NaN
MSpaaappp,179,256.149,NaN
MSpaaappp,180,257.58,NaN
MSpaaappp,181,259.011,NaN
MSpaaappp,182,260.442,NaN
MSpaaappp,183,261.873,NaN
MSpaaappp,184,263.304,NaN
MSpaaappp,185,264.735,NaN
MSpaaappp,186,266.166,NaN
MSpaaappp,187,267.597,NaN
MSpaaappp,188,269.028,NaN
MSpaaappp,189,270.459,NaN
MSpaaappp,190,271.89,NaN
MSpaaappp,191,273.321,NaN
MSpaaappp,192,274.752,NaN
MSpaaappp,193,276.183,NaN
MSpaaappp,194,277.614,NaN
MSpaaappp,195,279.045,NaN
MSpaaappp,196,280.476,NaN
MSpaaappp,197,281.907,NaN
MSpaaappp,198,283.338,NaN
MSpaaappp,199,284.769,NaN
MSpaaappp,200,286.2,NaN
MSpaaappp,201,287.631,NaN
MSpaaappp,202,289.062,NaN
MSpaaappp,203,290.493,NaN
MSpaaappp,204,291.924,NaN
MSpaaappp,205,293.355,NaN
MSpaapaaa,182,260.442,NaN
MSpaapaaa,183,261.873,NaN
MSpaapaaa,184,263.304,NaN
MSpaapaaa,185,264.735,NaN
MSpaapaaa,186,266.166,NaN
MSpaapaaa,187,267.597,NaN
MSpaapaaa,188,269.028,NaN
MSpaapaaa,189,270.459,NaN
MSpaapaaa,190,271.89,NaN
MSpaapaaa,191,273.321,NaN
MSpaapaaa,192,274.752,NaN
MSpaapaaa,193,276.183,NaN
MSpaapaaa,194,277.614,NaN
MSpaapaaa,195,279.045,NaN
MSpaapaaa,196,280.476,NaN
MSpaapaaa,197,281.907,NaN
MSpaapaaa,198,283.338,NaN
MSpaapaaa,199,284.769,NaN
MSpaapaaa,200,286.2,NaN
MSpaapaaa,201,287.631,NaN
MSpaapaaa,202,289.062,NaN
MSpaapaaa,203,290.493,NaN
MSpaapaaa,204,291.924,NaN
MSpaapaaa,205,293.355,NaN
MSpaapaap,182,260.442,NaN
MSpaapaap,183,261.873,NaN
MSpaapaap,184,263.304,NaN
MSpaapaap,185,264.735,NaN
MSpaapaap,186,266.166,NaN
MSpaapaap,187,267.597,NaN
MSpaapaap,188,269.028,NaN
MSpaapaap,189,270.459,NaN
MSpaapaap,190,271.89,NaN
MSpaapaap,191,273.321,NaN
MSpaapaap,192,274.752,NaN
MSpaapaap,193,276.183,NaN
MSpaapaap,194,277.614,NaN
MSpaapaap,195,279.045,NaN
MSpaapaap,196,280.476,NaN
MSpaapaap,197,281.907,NaN
MSpaapaap,198,283.338,NaN
MSpaapaap,199,284.769,NaN
MSpaapaap,200,286.2,NaN
MSpaapaap,201,287.631,NaN
MSpaapaap,202,289.062,NaN
MSpaapaap,203,290.493,NaN
MSpaapaap,204,291.924,NaN
MSpaapaap,205,293.355,NaN
MSpaapapa,162,231.822,NaN
MSpaapapa,163,233.253,NaN
MSpaapapa,164,234.684,NaN
MSpaapapa,165,236.115,NaN
MSpaapapa,166,237.546,NaN
MSpaapapa,167,238.977,NaN
MSpaapapa,168,240.408,NaN
MSpaapapa,169,241.839,NaN
MSpaapapa,170,243.27,NaN
MSpaapapa,171,244.701,NaN
MSpaapapa,172,246.132,NaN
MSpaapapa,173,247.563,NaN
MSpaapapa,174,248.994,NaN
MSpaapapa,175,250.425,NaN
MSpaapapa,176,251.856,NaN
MSpaapapa,177,253.287,NaN
MSpaapapa,178,254.718,NaN
MSpaapapa,179,256.149,NaN
MSpaapapa,180,257.58,NaN
MSpaapapa,181,259.011,NaN
MSpaapapa,182,260.442,NaN
MSpaapapa,183,261.873,NaN
MSpaapapa,184,263.304,NaN
MSpaapapa,185,264.735,NaN
MSpaapapa,186,266.166,NaN
MSpaapapa,187,267.597,NaN
MSpaapapa,188,269.028,NaN
MSpaapapa,189,270.459,NaN
MSpaapapa,190,271.89,NaN
MSpaapapa,191,273.321,NaN
MSpaapapa,192,274.752,NaN
MSpaapapa,193,276.183,NaN
MSpaapapa,194,277.614,NaN
MSpaapapa,195,279.045,NaN
MSpaapapa,196,280.476,NaN
MSpaapapa,197,281.907,NaN
MSpaapapa,198,283.338,NaN
MSpaapapa,199,284.769,NaN
MSpaapapa,200,286.2,NaN
MSpaapapa,201,287.631,NaN
MSpaapapa,202,289.062,NaN
MSpaapapa,203,290.493,NaN
MSpaapapa,204,291.924,NaN
MSpaapapa,205,293.355,NaN
MSpaapapp,162,231.822,NaN
MSpaapapp,163,233.253,NaN
